293,3011000000617,348087,Especial,"CICLOHEXANO PUREZA MINIMA 99% PM 84,16","CICLOHEXANO, ASPECTO FISICO LIQUIDO CLARO, INCOLOR, ODOR CARACTERISTICO, PESO MOLECULAR 84,16, FORMULA QUIMICA C6H12, GRAU DE PUREZA PUREZA MINIMA DE 99%, CARACTERISTICA ADICIONAL REAGENTE P.A., NUMERO DE REFERENCIA QUIMICA CAS 110-82-7",Litro,3011 - MATERIAL QUIMICO,"R$ 90,00",0,"R$ 0,00"
294,3011000000254,352032,Especial,CITRATO DE SÓDIO,"Citrato de sódio, aspecto físico cristal fino, composição C6H5Na3O7.2H2O, peso molecular 294,10, grau de pureza pureza mínima de 99%, características adicionais reagente p/hplc, número de referência química cas 6132-04-3",KG.,3011 - MATERIAL QUIMICO,"R$ 18,60",0,"R$ 0,00"
295,3011000000626,347038,Especial,CLORETO DE BARIO,"CLORETO DE BARIO, ASPECTO FISICO PO OU GRANULO CRISTALINO, INCOLOR OU BRANCO, FORMULA QUIMICA BACL2 ANIDRO, MASSA MOLECULAR 208,27, GRAU DE PUREZA PUREZA MINIMA DE 99%, NUMERO DE REFERENCIA QUIMICA CAS 10361-37-2",KG.,3011 - MATERIAL QUIMICO,"R$ 70,00",0,"R$ 0,00"
296,3011000000625,355578,Especial,CLORETO DE BENZOILA,"CLORETO DE BENZOILA, ASPECTO FISICO LIQUIDO LIMPIDO, INCOLOR, ODOR PICANTE, CORROSIVO, FORMULA QUIMICA C7H5CLO, PESO MOLECULAR 140,56, GRAU DE PUREZA PUREZA MINIMA DE 99%, CARACTERISTICA ADICIONAL REAGENTE P.A., NUMERO DE REFERENCIA QUIMICA CAS 98-88-4",Litro,3011 - MATERIAL QUIMICO,"R$ 32,00",0,"R$ 0,00"
297,3011000000630,346620,Especial,"CLORETO DE CALCIO PUREZA 99% PM 147,01","CLORETO DE CALCIO, ASPECTO FISICO PO, GRANULADO OU ESCAMA BRANCA OU ROSADA, OPACA, FORMULA QUIMICA CACL2.2H20, MASSA MOLECULAR 147,01, GRAU DE PUREZA PUREZA MINIMA DE 99%, CARACTERISTICA ADICIONAL REAGENTE P.A. ACS, NUMERO DE REFERENCIA QUIMICA CAS 10035-04-8",KG.,3011 - MATERIAL QUIMICO,"R$ 10,00",0,"R$ 0,00"
298,3011000000171,354896,Especial,CLORETO DE COBALTO II HEXAHIDRATADO,"CLORETO DE COBALTO II, ASPECTO FÍSICO CRISTAL ROSA A VERMELHO, ODOR LEVE PENETRANTE, PESO MOLECULAR 237,93, FÓRMULA QUÍMICA COCL2.6H2O, TEOR DE PUREZA MÍNIMA DE 98, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 7791-13-1.frasco 100g.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 200,00",0,"R$ 0,00"
299,3011000000200,437237,Especial,CLORETO DE COBRE,"CLORETO DE COBRE, ASPECTO FÍSICO PÓ, FÓRMULA QUÍMICA CUCL2 X 2H2O (CLORETO DE COBRE II DIHIDRATADO), PESO MOLECULAR 170,48, CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS, PUREZA MÍNIMA PUREZA MÍNIMA DE 99, NÚMERO DE REFERÊNCIA QUÍMICA CAS 10125-13-0. FRASCO 250G",FRASCO,3011 - MATERIAL QUIMICO,"R$ 140,00",0,"R$ 0,00"
300,3011000000631,352838,Especial,CLORETO DE ESTANHO,"CLORETO DE ESTANHO, ASPECTO FISICO CRISTAL INCOLOR, LEVE ODOR DE CLORO, FORMULA QUIMICA SNCL2 ANIDRO, PESO MOLECULAR 189,62, TEOR DE PUREZA PUREZA MINIMA DE 99%, CARACTERISTICA ADICIONAL REAGENTE P.A., NUMERO DE REFERENCIA QUIMICA CAS 7772-99-8",GRAMA,3011 - MATERIAL QUIMICO,"R$ 0,95",0,"R$ 0,00"
301,3011000000633,430559,Especial,CLORETO DE FERRO CRISTALINO ESVERDEADO AMARELADO,"CLORETO DE FERRO, ASPECTO FISICO PO CRISTALINO ESVERDEADO AMARELADO, COMPOSICAO FECL3 (COMPOSTO ANIDRO), PESO MOLECULAR 162,21, PUREZA MINIMA PUREZA MINIMA DE 99%, NUMERO DE REFERENCIA QUIMICA CAS 7705-08-0. FRASCO 500 GR.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 60,00",0,"R$ 0,00"
302,3011000000990,360540,Especial,CLORETO DE MAGNÉSIO ANIDRO,"CLORETO DE MAGNÉSIO, COMPOSIÇÃO BÁSICA: MGCL2 (ANIDRO), ASPECTO FÍSICO: CRISTAL OU FLOCO,INCOLOR A ESBRANQUIÇADO, INODORO, PESO MOLECULAR: 95,21 G,MOL, GRAU DE PUREZA: PUREZA MÍNIMA DE 98%, CARACTERÍSTICA ADICIONAL: REAGENTE, NÚMERO DE REFERÊNCIA QUÍMICA: CAS 7786-30-3. FRASCO DE 500 G",FRASCO,3011 - MATERIAL QUIMICO,"R$ 370,90",0,"R$ 0,00"
303,3011000000637,413002,Especial,CLORETO DE NIQUEL ANIDRO,"CLORETO DE NIQUEL, ASPECTO FISICO CRISTAL VERDE, INODORO, HIGROSCOPICO, FORMULA QUIMICA NICL2 (ANIDRO), PESO MOLECULAR 129,60, GRAU DE PUREZA PUREZA MINIMA DE 97%, CARACTERISTICA ADICIONAL REAGENTE P.A., NUMERO DE REFERENCIA QUIMICA CAS 7718-54-9",GRAMA,3011 - MATERIAL QUIMICO,"R$ 0,18",0,"R$ 0,00"
304,3011000000639,357883,Especial,CLORETO DE POTASSIO,"CLORETO DE POTASSIO, ASPECTO FISICO PO OU CRISTAL BRANCO, INODORO, FORMULA QUIMICA KCL, MASSA MOLECULAR 74,55, GRAU DE PUREZA PUREZA MINIMA DE 99%, CARACTERISTICA ADICIONAL REAGENTE P.A. ACS, NUMERO DE REFERENCIA QUIMICA CAS 7447-40-7 Cloreto De Potassio Pa Acs 1kg CLORETO DE POTASSIO, ASPECTO FISICO PO OU CRISTAL BRANCO, INODORO, FORMULA QUIMICA KCL, MASSA MOLECULAR 74,55, GRAU DE PUREZA PUREZA MINIMA DE 99, CARACTERISTICA ADICIONAL REAGENTE P.A. ACS, NUMERO DE REFERENCIA QUIMICA CAS 7447-40-7",KG.,3011 - MATERIAL QUIMICO,"R$ 40,00",0,"R$ 0,00"
305,3011000000640,357883,Especial,CLORETO DE POTASSIO,"CLORETO DE POTÁSSIO, FÓRMULA QUÍMICA KCL, MASSA MOLAR 74,55 G/MOL, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7447-40-7, GRAU DE PUREZA MÍNIMO DE 99%, CARACTERÍSTICAS ADICIONAIS REAGENTE P.A., A.C.S; FRASCO DE 500 G, FORNECIDO COM FICHA DE INFORMAÇÕES DE SEGURANÇA DE PRODUTOS QUÍMICOS (FISPQ), DATA DE FABRICAÇÃO NÃO ANTERIOR À 6 MESES DA DATA DE ENTREGA OU PRAZO DE VALIDADE MÍNIMO DE 3 ANOS A CONTAR DA DATA DE ENTREGA.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 22,10",0,"R$ 0,00"
306,3011000000645,347248,Especial,CLORETO DE SODIO,"CLORETO DE SODIO, ASPECTO FISICO PO CRISTALINO BRANCO OU CRISTAIS INCOLORES, PESO MOLECULAR 58,45, PUREZA MINIMA PUREZA MINIMA DE 99,5%, NUMERO DE REFERENCIA QUIMICA CAS 7647-14-5",KG.,3011 - MATERIAL QUIMICO,"R$ 15,23",0,"R$ 0,00"
307,3011000000057,348805,Especial,"CLOROFORMIO - 99,5","ASPECTO FÍSICO LÍQUIDO CLARO, INCOLOR, ODOR FORTE CARACTERÍSTICO, PESO MOLECULAR 119,38 G/MOL, FÓRMULA QUÍMICA CHCL3, GRAU DE PUREZA PUREZA MÍNIMA DE 99,8%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 67-66-3",Litro,3011 - MATERIAL QUIMICO,"R$ 35,00",0,"R$ 0,00"
308,3011000000649,374871,Especial,COBRE,"COBRE, ASPECTO FÍSICO PÓ AVERMELHADO, INODORO, FÓRMULA QUÍMICA CU, PESO MOLECULAR 63,54, GRAU DE PUREZA MÍNIMA DE 99,99, CARACTERÍSTICA ADICIONAL ISENTO DE OXIGÊNIO, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7440-50-8.frasco 500g.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 200,00",0,"R$ 0,00"
309,3011000000797,327370,Especial,CORANTE - ALARANJADO DE METILA,"CORANTE, TIPO ALARANJADO DE METILA, ASPECTO FÍSICO PÓ, CARACTERÍSTICAS ADICIONAIS CI 13025. FRASCO 25 G.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 18,33",0,"R$ 0,00"
310,3011000000847,327508,Especial,"CORANTE, TIPO VERDE BROMOCRESOL","CORANTE, TIPO VERDE BROMOCRESOL, ASPECTO FÍSICO PÓ FINO, REAGENTE P.A., FORMULA QUÍMICA C21H14BR4O5S, MASSA MOLECULAR 698,05. FRASCO DE 25 G",FRASCO,3011 - MATERIAL QUIMICO,"R$ 161,33",0,"R$ 0,00"
311,3011000000682,424139,Especial,"CRISTAL QUARTZO CRISTAL OSCILADOR 10MHz, 18pF","Cristal Oscilador 10MHz, 18pF",UNIDADE,3011 - MATERIAL QUIMICO,"R$ 0,71",0,"R$ 0,00"
312,3011000000683,424139,Especial,CRISTAL QUARTZO CRISTAL OSCILADOR 20MHz,Cristal Oscilador 20MHz,UNIDADE,3011 - MATERIAL QUIMICO,"R$ 1,50",0,"R$ 0,00"
313,3011000000193,346521,Especial,DICLOROMETANO,"DICLOROMETANO, ASPECTO FÍSICO LÍQUIDO CLARO, INCOLOR, FÓRMULA QUÍMICA CH2CL2, MASSA MOLECULAR 84,93, GRAU DE PUREZA PUREZA MÍNIMA DE 99, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 75-09-2",Litro,3011 - MATERIAL QUIMICO,"R$ 25,00",0,"R$ 0,00"
314,3011000000921,356986,Especial,DICROMATO DE POTÁSSIO 1KG,"DICROMATO DE POTÁSSIO, ASPECTO FÍSICO PÓ FINO, CRISTALINO, COR LARANJA, COMPOSIÇÃO QUÍMICA K2CR2O7, PESO MOLECULAR 294,18, GRAU DE PUREZA MÍNIMA DE 99, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 7778-50-9.frasco 1 kg.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 100,28",0,"R$ 0,00"
315,3011000000213,391880,Especial,ESTIRENO,"ESTIRENO, ASPECTO FÍSICO LÍQUIDO INCOLOR, FÓRMULA QUÍMICA C8H8, PESO MOLECULAR 104,15 G/MOL, GRAU DE PUREZA PUREZA MÍNIMA DE 99%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 100-42-5",Litro,3011 - MATERIAL QUIMICO,"R$ 30,90",0,"R$ 0,00"
316,3011000000058,352740,Especial,ÉTER DE PETRÓLEO,"éter de petróleo, aspecto físico líquido incolor, límpido, com odor de gasolina, fórmula química mistura de hidrocarbonetos derivados do petróleo, faixa de destilação destilados entre 30¨ e 60¨c, teor de pureza pureza mínima de 99,5%, característica adicional reagente p.a., número de referência química cas 8032-32-4. FRASCO 1000 ml",UNIDADE,3011 - MATERIAL QUIMICO,"R$ 161,16",0,"R$ 0,00"
317,3011000000191,350030,Especial,ETILENOGLICOL.,"ETILENOGLICOL (ETANO-1,2-DIOL), ASPECTO FÍSICO LÍQUIDO INCOLOR, ODOR ADOCICADO , PESO MOLECULAR 62,07 G/MOL, FÓRMULA QUÍMICA C2H6O2, GRAU DE PUREZA PUREZA MÍNIMA DE 99,5%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 107-21-1",Litro,3011 - MATERIAL QUIMICO,"R$ 34,00",0,"R$ 0,00"
318,3011000000236,329579,Especial,EXTRATO DE LEVEDURA,"Suplemento para meio de cultura, tipo extrato de levedura, aspecto físico pó.FRASCO 500 G",FRASCO,3011 - MATERIAL QUIMICO,"R$ 25,00",0,"R$ 0,00"
319,3011000000250,366475,Especial,FENOLFTALEÍNA,"Fenolftaleína, C2OH14O4, 318,33 g/mol, cristal branco a levemente amarelado, Reagente p.a., cas 77-09-8. FRASCO 500G",FRASCO,3011 - MATERIAL QUIMICO,"R$ 35,00",0,"R$ 0,00"
320,3011000000702,381580,Especial,FERRO ELEMENTAR,"FERRO ELEMENTAR, ASPECTO FISICO EM PO OU GRANULADO, COR CINZA METALICO BRILHANTE, FORMULA QUIMICA FE, PESO MOLECULAR 55,85, TEOR DE PUREZA PUREZA MINIMA DE 99,98%, NUMERO DE REFERENCIA QUIMICA CAS 7439-89-6",KG.,3011 - MATERIAL QUIMICO,"R$ 600,00",0,"R$ 0,00"
321,3011000000149,362990,Especial,FORMALDEÍDO (FORMOL),"FORMALDEÍDO (FORMOL), ASPECTO FÍSICO LÍQUIDO INCOLOR, LÍMPIDO, FÓRMULA QUÍMICA H2CO, PESO MOLECULAR 30,03, GRAU DE PUREZA CONCENTRAÇÃO ENTRE 37 E 40, NÚMERO DE REFERÊNCIA QUÍMICA CAS 50-00-0. FRASCO  1000ML",UNIDADE,3011 - MATERIAL QUIMICO,"R$ 18,50",0,"R$ 0,00"
322,3011000000709,445252,Especial,FOSFATO DE POTASSIO,"FOSFATO DE POTASSIO, ASPECTO FISICO PO BRANCO CRISTALINO, INODORO, FORMULA QUIMICA KH2PO4 (MONOBASICO ANIDRO), PESO MOLECULAR 136,09, TEOR DE PUREZA PUREZA MINIMA DE 99,5%, NUMERO DE REFERENCIA QUIMICA CAS 7778-77-0, CARACTERISTICAS ADICIONAIS REAGENTE P.A., ACS E ISO",KG.,3011 - MATERIAL QUIMICO,"R$ 60,00",0,"R$ 0,00"
323,3011000000243,347722,Especial,FOSFATO DE SÓDIO,"Fosfato de sódio, grânulos brancos cristalinos, NaH2PO4.H2O (monobásico, Monohidratado), 137,99 g/mol, pureza mínima de 98%, reagente p.a., cas 10049-21-5",KG.,3011 - MATERIAL QUIMICO,"R$ 72,00",0,"R$ 0,00"
324,3011000000390,366668,Especial,FOSFATO DE SÓDIO DIBÁSICO,"FOSFATO DE SÓDIO DIBÁSICO, Sinônimo hidrogenofosfato de sódio dibásico ou fosfato dissódico, fórmula química Na2HPO4, massa molar 141,98 g/mol, número de referência química CAS 7558-79-4, grau de pureza mínimo de 99%, características adicionais reagente P.A. Anidro, frasco de 1Kg, fornecido com ficha de informações de segurança de produtos químicos (FISPQ), data de fabricação não anterior à 6 meses da data de entrega ou prazo de validade mínimo de 3 anos a contar da data de entrega.",KG.,3011 - MATERIAL QUIMICO,"R$ 57,12",0,"R$ 0,00"
325,3011000000016,353076,Especial,GLICEROL,"GLICEROL, ASPECTO FÍSICO LÍQUIDO VISCOSO, INCOLOR, HIGROSCÓPICO, FÓRMULA QUÍMICA C3H8O3, PESO MOLECULAR 92,09, TEOR DE PUREZA PUREZA MÍNIMA DE 99,5%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 56-81-5. FRASCO 1000 ML",UNIDADE,3011 - MATERIAL QUIMICO,"R$ 50,00",0,"R$ 0,00"
326,3011000000993,434601,Especial,GLICIDÓXI SILANO,"SILANO, 3-GLICIDOXIPROPILTRIMETOXISILANO, FÓRMULA QUÍMICA C9H20O5SI, ASPECTO FÍSICO LÍQUIDO INCOLOR, PESO MOLECULAR 236,34 G/MOL, GRAU DE PUREZA MÍNIMA DE 98%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 2530-83-8, FRASCO DE 100 ML",UNIDADE,3011 - MATERIAL QUIMICO,"R$ 293,00",0,"R$ 0,00"
327,3011000000018,352808,Especial,GLICOSE,"GLICOSE, ASPECTO FÍSICO PÓ BRANCO FINO, FÓRMULA QUÍMICA C6H12O6 (D+GLICOSE), PESO MOLECULAR 180,16, TEOR DE PUREZA PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL ANIDRA, REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 492-62-6",Kg,3011 - MATERIAL QUIMICO,"R$ 50,00",0,"R$ 0,00"
328,3011000000220,272208,Especial,GRAXA,"GRAXA - SILICONE, ASPECTO FÍSICO PASTOSA, CONSISTÊNCIA BAIXA, COMPOSIÇÃO POLÍMERO DE METIL SILOXANO, COR BRANCA, USO LUBRIFICANTE, APLICAÇÃO VIDRARIA LABORATÓRIO. FRASCO 50G",FRASCO,3011 - MATERIAL QUIMICO,"R$ 27,51",0,"R$ 0,00"
329,3011000000209,355654,Especial,HEXAMETAFOSFATO SÓDIO,"HEXAMETAFOSFATO SÓDIO (SHMP), COMPOSIÇÃO QUÍMICA (NAPO3)N ANIDRO, ASPECTO FÍSICO PÓ OU CRISTAL BESBRANQUIÇADO, INODORO,HIGROSCÓPICO, PESO MOLECULAR (N)101,96, GRAU DE PUREZA PUREZA MÍNIMA DE 99, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 10124-56-8. FRASCO 1kg.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 16,15",0,"R$ 0,00"
330,3011000000730,354580,Especial,HEXANO,"HEXANO, ASPECTO FISICO LIQUIDO TRANSPARENTE, PESO MOLECULAR 86,18, COMPOSIC?O QUIMICA C6H14 (N-HEXANO), TEOR DE PUREZA PUREZA MINIMA DE 95%, CARACTERISTICA ADICIONAL REAGENTE P.A. ACS, NUMERO DE REFERENCIA QUIMICA CAS 110-54-3",Litro,3011 - MATERIAL QUIMICO,"R$ 20,00",0,"R$ 0,00"
331,3011000000731,347766,Especial,HIDROXIDO DE ALUMINIO,"HIDRÓXIDO DE ALUMÍNIO - HIDRÓXIDO DE ALUMÍNIO, PÓ FINO, BRANCO, INODORO, AL(OH)3, 78,00 G/MOL, PUREZA MÍNIMA DE 95%, TEOR MÍNIMO DE 76% DE ALUMÍNIO, CAS 21645-51-2.frasco 250g.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 40,00",0,"R$ 0,00"
332,3011000000732,347756,Especial,HIDROXIDO DE AMONIO,"HIDROXIDO DE AMONIO, ASPECTO FISICO LIQUIDO LIMPIDO, INCOLOR, VOLATIL, DE ODOR ACRE, PESO MOLECULAR 35,05, FORMULA QUIMICA NH4OH, GRAU DE PUREZA TEOR DE NH3 ENTRE 28 E 30%, CARACTERISTICA ADICIONAL EM SOLUC?O AQUOSA, REAGENTE P.A., NUMERO DE REFERENCIA QUIMICA CAS 1336-21-6",Litro,3011 - MATERIAL QUIMICO,"R$ 3.650,00",0,"R$ 0,00"
333,3011000000407,347797,Especial,HIDRÓXIDO DE POTÁSSIO - KOH,"HIDRÓXIDO DE POTÁSSIO, Fórmula química KOH, massa molar 56,11 g/mol, número de referência química CAS 1310-58-3, grau de pureza mínimo de 85%, características adicionais em lentilhas, reagente P.A, frasco de 1 Kg, fornecido com ficha de informações de segurança de produtos químicos (FISPQ), data de fabricação não anterior à 6 meses da data de entrega ou prazo de validade mínimo de 3 anos a contar da data de entrega. Produto controlado pela Polícia Federal.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 80,00",0,"R$ 0,00"
334,3011000000196,355207,Especial,HIDRÓXIDO DE SÓDIO.,"HIDRÓXIDO DE SÓDIO, ASPECTO FÍSICO EM LENTILHAS OU MICRO PÉROLAS ESBRANQUIÇADAS, PESO MOLECULAR 40, FÓRMULA QUÍMICA NAOH, GRAU DE PUREZA MÍNIMA DE 98%, CARACTERÍSTICA ADICIONAL REAGENTE P.A. NÚMERO DE REFERÊNCIA QUÍMICA CAS 1310-73-2. FRASCO COM  500G",FRASCO,3011 - MATERIAL QUIMICO,"R$ 37,00",0,"R$ 0,00"
335,3011000000734,378329,Especial,HIDROXIDO DE SODIO EM LENTILHAS,"HIDROXIDO DE SODIO, ASPECTO FISICO EM LENTILHAS OU MICRO PEROLAS ESBRANQUICADAS, PESO MOLECULAR 40, FORMULA QUIMICA NAOH, GRAU DE PUREZA PUREZA MINIMA DE 99%, CARACTERISTICA ADICIONAL REAGENTE ACS ISO, NUMERO DE REFERENCIA QUIMICA CAS 1310-73-2 Hidroxido de sodio P.A. Sinonimo soda caustica, formula quimica NaOH, massa molar 40,00 g/mol, numero de referencia quimica CAS 1310-73-2, grau de pureza minimo de 99%, caracteristicas adicionais em lentilhas, reagente P.A. ACS, frasco de 1 Kg, fornecido com ficha de informac?es de seguranca de produtos quimicos (FISPQ), data de fabricac?o n?o anterior a 6 meses da data de entrega ou prazo de validade minimo de 3 anos a contar da data de entrega.",KG.,3011 - MATERIAL QUIMICO,"R$ 25,92",0,"R$ 0,00"
336,3011000000110,353071,Especial,IODETO DE POTÁSSIO,"IODETO DE POTÁSSIO, FÓRMULA QUÍMICA KI, MASSA MOLAR 166,01 G/MOL, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7681-11-0, GRAU DE PUREZA MÍNIMO DE 99,5%, CARACTERÍSTICAS ADICIONAIS REAGENTE P.A. ACS, FRASCO DE 1 KG, FORNECIDO COM FICHA DE INFORMAÇÕES DE SEGURANÇA DE PRODUTOS QUÍMICOS (FISPQ), DATA DE FABRICAÇÃO NÃO ANTERIOR À 6 MESES DA DATA DE ENTREGA OU PRAZO DE VALIDADE MÍNIMO DE 3 ANOS A CONTAR DA DATA DE ENTREGA.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 99,04",0,"R$ 0,00"
337,3011000000111,353038,Especial,IODO - RESSUBLIMADO,"iodo, aspecto físico cristal preto azulado, de brilho metálico, peso molecular 253,81, composição química i2, teor de pureza pureza mínima de 99,8%, característica adicional ressublimado, reagente p.a. acs iso, número de referência química cas 7553-56-2. FRASCO 100 G",UNIDADE,3011 - MATERIAL QUIMICO,"R$ 154,44",0,"R$ 0,00"
338,3011000000931,374793,Especial,MAGNÉSIO (MG),"MAGNÉSIO, ASPECTO FÍSICO RASPAS PRATEADAS, FÓRMULA QUÍMICA MG, PESO MOLECULAR 24,31, GRAU DE PUREZA MÍNIMA DE 99,8, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7439-95-4.grama.",GRAMA,3011 - MATERIAL QUIMICO,"R$ 7,79",0,"R$ 0,00"
339,3011000000991,430465,Especial,M-CRESOL,"CRESOL, FÓRMULA QUÍMICA: CH3C6H4OH (M-CRESOL OU 3-METILFENOL), ASPECTO FÍSICO: LÍQUIDO, PESO MOLECULAR: 108,14 G,MOL, GRAU DE PUREZA: PUREZA MÍNIMA DE 99,7%, CARACTERÍSTICA ADICIONAL: REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA: CAS 108-39-4. FRASCO DE 1 LITRO.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 473,00",0,"R$ 0,00"
340,3011000000244,400837,Especial,METABISSULFITO DE SÓDIO,"Metabissulfito de sódio, pó branco, de odor sulfuroso, Na2S2O5, 190,11 g/mol, teor mínimo de 98%, reagente p.a. acs, cas 7681-57-4. FRASCO DE 1KG",FRASCO,3011 - MATERIAL QUIMICO,"R$ 129,91",0,"R$ 0,00"
341,3011000000974,407166,Especial,"METACRILATO DE METILA, 99% PA, 1L","METACRILATO, ASPECTO FÍSICO: LÍQUIDO INCOLOR, ODOR CARACTERÍSTICO, FÓRMULA QUÍMICA: CH2=C(CH3)COOCH3 (METACRILATO DE METILA), PESO MOLECULAR: 100,12 G,MOL, GRAU DE PUREZA: PUREZA MÍNIMA DE 99%, NÚMERO DE REFERÊNCIA QUÍMICA: CAS 80-62-6",LITRO,3011 - MATERIAL QUIMICO,"R$ 306,00",0,"R$ 0,00"
342,3011000000423,359002,Especial,NITRATO DE CHUMBO II,"NITRATO DE CHUMBO II, fórmula molecular Pb(NO3)2 P.M.: 331,21 Teor: Min. 99,0%; características adicionais reagente PA. A.C.S; CAS 10099-74-8; frasco de 250 g; fornecido com ficha de informações de segurança de produtos químicos (FISPQ), data de fabricação não anterior à 6 meses da data de entrega ou prazo de validade mínimo de 3 anos a contar da data de entrega.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 101,98",0,"R$ 0,00"
343,3011000000118,358986,Especial,NITRATO DE MAGNÉSIO,"NITRATO DE MAGNÉSIO, ASPECTO FÍSICO CRISTAL BRANCO, INODORO, HIGROSCÓPICO, FÓRMULA QUÍMICA MG(NO3)2.6H2O (HEXAHIDRATADO), PESO MOLECULAR 256,41, GRAU DE PUREZA PUREZA MÍNIMA DE 98, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 13446-18-9. FRASCO 500 G",UNIDADE,3011 - MATERIAL QUIMICO,"R$ 122,77",0,"R$ 0,00"
344,3011000000015,353060,Especial,NITRATO DE PRATA,"NNITRATO DE PRATA, FÓRMULA QUÍMICA AGNO3, MASSA MOLAR 169,87 G/MOL, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7761-88-8, GRAU DE PUREZA MÍNIMO DE 99,8%, CARACTERÍSTICAS ADICIONAIS REAGENTE P.A, ACS, FRASCO DE 25 G, FORNECIDO COM FICHA DE INFORMAÇÕES DE SEGURANÇA DE PRODUTOS QUÍMICOS (FISPQ), DATA DE FABRICAÇÃO NÃO ANTERIOR À 6 MESES DA DATA DE ENTREGA OU PRAZO DE VALIDADE MÍNIMO DE 3 ANOS A CONTAR DA DATA DE ENTREGA.frasco 25g.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 400,00",0,"R$ 0,00"
345,3011000000822,412727,Especial,NITRATO FÉRRICO III FE (NO3)3,"NITRATO DE FERRO, ASPECTO FÍSICO CRISTAIS INCOLORES A VIOLETA PÁLIDO, HIGROSCÓPICOS, PESO MOLECULAR 404,00, COMPOSIÇÃO QUÍMICA FE (NO3) 3.9H2O (FERRO III NONAHIDRATADO), GRAU DE PUREZA MÍNIMA DE 98, CARACTERÍSTICA ADICIONAL REAGENTE P.A. / ACS, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7782-61-8.FRASCO 500G.",FRASCO,3011 - MATERIAL QUIMICO,"R$ 74,31",0,"R$ 0,00"
346,3011000000245,0,Especial,NITRITO DE SÓDIO,"Nitrito de sódio, grânulos branco/amarelados, cristalinos, inodoros, NaNO2, 68,99 g/mol, pureza mínima de 99%, cas 7632-00-0.FRASCO 500G",FRASCO,3011 - MATERIAL QUIMICO,"R$ 42,00",0,"R$ 0,00"
347,3011000000222,127655,Especial,OLEO E GRAXA,"ÓLEOS E GRAXAS PARA CORTE, LUBRIFICAÇÃO E SISTEMAS HIDRÁULICOS, NOME ÓLEOS E GRAXAS PARA CORTE, LUBRIFICAÇÃO . ESPECIFICAÇÃO ADICIONAL: TIPO ISO VG 68, CLASSIFICAÇÃO TIPO HL. GALÃO 5,00 L",GALAO,3011 - MATERIAL QUIMICO,"R$ 48,00",0,"R$ 0,00"
348,3011000000959,412575,Especial,ÓXIDO DE CÁLCIO FRASCO  500G,"ÓXIDO DE CÁLCIO, ASPECTO FÍSICO: PÓ BRANCO OU LEVEMENTE AMARELADO, INODORO, PESO MOLECULAR: 56,08 G,MOL, FÓRMULA QUÍMICA: CAO, GRAU DE PUREZA: PUREZA MÍNIMA DE 95%, CARACTERÍSTICA ADICIONAL: REAGENTE P.A., ACS, NÚMERO DE REFERÊNCIA QUÍMICA: CAS 1305-78-8",GRAMA,3011 - MATERIAL QUIMICO,"R$ 27,00",0,"R$ 0,00"
